Date,Ticker,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Fiscal Year Ends,Most Recent Quarter  (mrq),Profit Margin,Operating Margin  (ttm),Return on Assets  (ttm),Return on Equity  (ttm),Revenue  (ttm),Revenue Per Share  (ttm),Quarterly Revenue Growth  (yoy),Gross Profit  (ttm),EBITDA,Net Income Avi to Common  (ttm),Diluted EPS  (ttm),Quarterly Earnings Growth  (yoy),Total Cash  (mrq),Total Cash Per Share  (mrq),Total Debt  (mrq),Total Debt/Equity  (mrq),Current Ratio  (mrq),Book Value Per Share  (mrq),Operating Cash Flow  (ttm),Levered Free Cash Flow  (ttm),Beta (5Y Monthly),52 Week Range3,S&P 500 52-Week Change3,52 Week High3,52 Week Low3,50-Day Moving Average3,200-Day Moving Average3,Avg Vol (3 month)3,Avg Vol (10 day)3,Shares Outstanding5,Implied Shares Outstanding6,Float8,% Held by Insiders1,% Held by Institutions1,Shares Short (6/28/2024)4,Short Ratio (6/28/2024)4,Short % of Float (6/28/2024)4,Short % of Shares Outstanding (6/28/2024)4,Shares Short (prior month 5/31/2024)4,Forward Annual Dividend Rate4,Forward Annual Dividend Yield4,Trailing Annual Dividend Rate3,Trailing Annual Dividend Yield3,5 Year Average Dividend Yield4,Payout Ratio4,Dividend Date3,Ex-Dividend Date4,Last Split Factor2,Last Split Date3,Shares Short (8/31/2018)4,Short Ratio (8/31/2018)4,Short % of Float (8/31/2018)4,Short % of Shares Outstanding (8/31/2018)4,Shares Short (prior month 7/31/2018)4,Shares Short4,Short Ratio4,Short % of Float4,Short % of Shares Outstanding4,Shares Short (prior month )4
2024-07-23,PG,397.09B,423.05B,27.49,24.21,3.57,4.95,8.06,5.03,18.47,6/30/2023,3/31/2024,17.99%,22.94%,11.16%,31.79%,84.06B,35.62,0.60%,--,24.22B,14.84B,6.12,10.50%,6.83B,2.89,31.98B,63.54%,0.69,20.87,19.43B,12.29B,0.40,9.41%,21.83%,170.92,141.45,166.36,156.99,5.92M,5.9M,2.36B,2.36B,2.36B,0.05%,68.37%,20.1M,3.15,0.85%,0.85%,19.73M,4.03,2.39%,3.76,2.24%,2.42,61.48%,8/15/2024,7/19/2024,2:1,6/21/2004,,,,,,,,,,
2024-07-23,PGR,126.69B,133.42B,18.52,19.57,1.15,1.87,5.43,1.97,--,12/31/2023,6/30/2024,10.18%,10.65%,6.22%,34.45%,67.8B,115.87,18.10%,--,9.28B,6.86B,11.68,322.30%,733.4M,1.25,6.89B,29.52%,0.30,39.85,--,--,0.36,75.07%,21.83%,229.00,121.87,210.30,186.47,2.58M,2.95M,585.7M,586.28M,583.32M,0.28%,87.08%,4.61M,1.68,0.79%,0.79%,5.71M,0.4,0.18%,1.15,0.53%,1.87,9.85%,7/12/2024,7/3/2024,4:1,5/19/2006,,,,,,,,,,
2024-07-23,PLD,117.27B,146.57B,41.80,54.05,0.65,15.53,2.20,18.87,22.61,12/31/2023,6/30/2024,34.87%,39.77%,2.05%,5.20%,8.1B,8.76,-16.30%,--,5.6B,2.82B,3.03,-29.20%,598.35M,0.65,29.9B,51.63%,0.19,57.59,--,--,1.07,-0.35%,21.83%,137.52,96.64,112.25,118.31,4.15M,4.45M,925.84M,933.39M,922.5M,0.29%,95.44%,11.2M,2.4,1.58%,1.21%,10.4M,3.84,3.03%,3.66,2.89%,2.39,120.79%,6/28/2024,6/17/2024,--,--,,,,,,,,,,
2024-07-23,PRU,44.74B,60.64B,21.01,9.23,0.49,0.74,1.64,1.0,--,12/31/2023,3/31/2024,3.58%,5.91%,0.25%,7.05%,60.44B,167.14,37.90%,--,3.18B,2.14B,5.93,-22.20%,34.98B,97.43,37.25B,126.65%,1.19,75.78,10.39B,1.85B,1.33,30.63%,21.83%,128.53,87.95,118.92,107.64,1.37M,1.4M,359.08M,359.08M,357.83M,0.16%,58.69%,4.8M,3.4,1.52%,1.34%,4.66M,5.2,4.17%,5.05,4.05%,5.03,85.16%,6/13/2024,5/20/2024,--,--,,,,,,,,,,
2024-07-23,PEG,37.76B,58.54B,21.00,20.62,9.16,3.7,2.40,5.72,14.01,12/31/2023,3/31/2024,17.65%,25.51%,3.07%,11.88%,10.24B,20.55,-26.50%,--,3.84B,1.81B,3.61,-58.70%,1.19B,2.38,21.96B,139.69%,0.80,31.50,2.63B,-832.37M,0.61,16.86%,21.83%,77.46,53.71,74.19,65.49,2.8M,2.57M,498.08M,498.08M,496.84M,0.12%,76.13%,7.08M,2.39,1.85%,1.42%,8.51M,2.4,3.17%,2.31,3.05%,3.41,63.99%,9/30/2024,9/9/2024,2:1,2/5/2008,,,,,,,,,,
2024-07-23,PTC,21.36B,23.30B,74.65,28.90,1.41,9.56,7.26,10.39,34.47,9/30/2023,3/31/2024,12.84%,29.82%,5.33%,10.54%,2.24B,18.84,11.20%,--,607.52M,287.83M,2.39,80.20%,248.97M,2.08,2.19B,74.39%,0.76,24.58,657.06M,-54.9M,1.18,23.69%,21.83%,194.24,134.61,178.96,171.83,836.13k,1.12M,119.74M,119.74M,112.39M,6.08%,100.49%,2.87M,3.69,2.71%,2.40%,2.91M,--,--,0.00,0.00%,--,0.00%,--,--,2:5,2/28/2006,,,,,,,,,,
2024-07-23,PSA,53.49B,66.64B,27.65,28.90,9.90,11.71,9.55,14.55,19.45,12/31/2023,3/31/2024,46.42%,45.44%,7.72%,21.32%,4.61B,26.25,5.70%,--,3.33B,1.94B,11.02,-1.70%,271.64M,1.55,9.07B,90.27%,0.60,31.86,3.22B,2.16B,0.64,3.64%,21.83%,314.93,233.18,285.15,277.49,694.27k,609.56k,175.72M,175.72M,157.66M,10.16%,81.58%,3.1M,3.78,2.26%,1.76%,2.76M,12,3.94%,12.00,3.94%,3.28,108.99%,6/27/2024,6/12/2024,--,--,,,,,,,,,,
2024-07-23,PHM,26.43B,26.63B,10.08,10.37,0.35,1.67,2.46,1.62,7.20,12/31/2023,3/31/2024,16.63%,20.61%,14.13%,27.30%,16.44B,75.86,10.40%,--,3.63B,2.73B,12.48,24.60%,1.72B,8.19,2.59B,24.10%,5.74,51.09,1.73B,1.42B,1.62,50.61%,21.83%,129.85,68.80,114.17,103.06,1.81M,2.34M,210.34M,210.34M,208.46M,0.74%,92.81%,6.03M,3.38,3.71%,2.87%,5.11M,0.8,0.64%,0.72,0.57%,1.09,5.77%,7/2/2024,6/18/2024,2:1,9/2/2005,,,,,,,,,,
2024-07-23,QRVO,11.93B,12.88B,--,19.68,--,3.25,3.35,3.42,27.78,3/30/2024,3/30/2024,-1.87%,10.37%,3.91%,-1.89%,3.77B,38.64,48.70%,--,735.71M,-70.32M,-0.72,--,1.03B,10.76,2.05B,57.76%,1.99,37.12,833.19M,573.4M,1.46,17.14%,21.83%,130.99,80.62,109.36,105.77,1.44M,1.26M,95.03M,99.41M,94.82M,0.46%,92.51%,2.64M,1.75,3.19%,2.78%,2.01M,--,--,0.00,0.00%,--,0.00%,--,--,--,--,,,,,,,,,,
2024-07-23,PWR,39.19B,42.67B,51.98,31.35,1.93,1.86,6.17,1.99,23.20,12/31/2023,3/31/2024,3.58%,2.86%,4.73%,13.12%,21.49B,147.57,13.60%,--,1.75B,768M,5.14,24.50%,531.06M,3.63,4.01B,62.92%,1.36,43.42,1.78B,1.1B,1.03,30.34%,21.83%,286.87,153.74,267.48,226.69,980.17k,1.13M,146.39M,147.27M,144.48M,1.20%,92.81%,4.54M,4.92,3.53%,3.10%,4.11M,0.36,0.13%,0.34,0.13%,0.26,4.85%,7/12/2024,7/1/2024,3:2,4/10/2000,,,,,,,,,,
2024-07-23,QCOM,217.59B,219.19B,26.00,17.06,1.15,6.04,8.89,6.02,19.71,9/24/2023,3/24/2024,23.03%,24.92%,11.14%,38.27%,36.41B,32.64,1.20%,--,10.84B,8.45B,7.51,36.50%,13.85B,12.41,15.46B,63.17%,2.65,21.89,13.25B,11.42B,1.27,55.89%,21.83%,230.63,104.33,203.12,159.63,9.91M,8.26M,1.12B,1.15B,1.11B,0.12%,79.61%,27.85M,2.3,2.50%,2.50%,20.1M,3.4,1.74%,3.20,1.64%,2.29,42.67%,9/26/2024,9/5/2024,2:1,8/16/2004,,,,,,,,,,
2024-07-23,DGX,16.37B,21.25B,19.83,16.69,1.72,1.79,2.54,2.29,12.20,12/31/2023,3/31/2024,9.11%,13.40%,6.20%,14.15%,9.29B,83.11,1.50%,--,1.78B,842M,7.43,-4.00%,474M,4.27,5.35B,81.76%,0.97,57.95,1.33B,784M,0.88,1.68%,21.83%,150.59,119.59,140.92,133.62,887.35k,925.13k,111.09M,111.15M,110.18M,0.44%,93.06%,2.27M,2.74,2.34%,2.04%,2.65M,3,2.04%,2.88,1.95%,1.91,48.32%,7/22/2024,7/8/2024,2:1,6/21/2005,,,,,,,,,,
2024-07-23,RL,10.54B,11.43B,17.32,15.31,1.80,1.69,4.30,1.72,10.90,3/30/2024,3/30/2024,9.75%,7.69%,7.43%,26.48%,6.63B,101.71,1.80%,--,1.02B,646.3M,9.71,180.80%,1.78B,28.53,2.68B,109.18%,2.29,38.71,1.07B,812.56M,1.53,31.26%,21.83%,192.03,108.60,176.22,155.71,908.09k,873.52k,40.77M,62.66M,39.93M,3.42%,104.75%,3.36M,3.67,9.59%,5.37%,2.61M,3.3,1.96%,3.00,1.78%,2.23,30.90%,7/12/2024,6/28/2024,--,--,,,,,,,,,,
2024-07-23,RJF,22.80B,--,13.28,10.88,1.28,1.97,2.09,2.2,--,9/30/2023,3/31/2024,14.85%,19.50%,2.22%,16.97%,11.96B,57.31,7.80%,--,--,1.77B,8.28,11.50%,16.07B,77.51,5.19B,47.24%,2.11,52.60,1.18B,--,1.03,-0.10%,21.83%,131.19,91.67,120.67,114.68,1.16M,2.19M,207.28M,207.28M,186.13M,9.87%,76.10%,5.08M,5.09,3.10%,2.45%,3.52M,1.8,1.64%,1.74,1.58%,1.47,21.01%,7/15/2024,7/1/2024,3:2,9/22/2021,,,,,,,,,,
2024-07-23,RTX,137.96B,176.61B,40.85,19.72,0.89,2.05,2.28,2.49,17.95,12/31/2023,3/31/2024,4.90%,9.54%,1.99%,5.34%,71.01B,50.98,12.10%,--,9.35B,3.48B,2.54,19.80%,5.61B,4.22,44.25B,71.22%,1.07,45.50,9.09B,7.01B,0.55,19.14%,21.83%,108.65,68.56,104.24,91.96,6.3M,5.72M,1.33B,1.33B,1.21B,0.08%,83.88%,17.28M,2.54,1.30%,1.30%,25.39M,2.52,2.43%,2.36,2.27%,2.61,92.91%,9/5/2024,8/16/2024,15890:10000,4/3/2020,,,,,,,,,,
2024-07-23,O,50.12B,75.49B,53.30,38.31,5.84,9.65,1.29,17.18,20.31,12/31/2023,3/31/2024,17.73%,43.50%,1.97%,2.28%,4.4B,5.97,33.30%,--,3.91B,776.99M,1.08,-41.20%,680.16M,0.78,25.98B,66.07%,2.24,44.77,3.01B,2.06B,0.97,-8.77%,21.83%,64.18,45.04,53.89,53.50,5.31M,4.53M,870.77M,870.77M,869.09M,0.11%,79.38%,18.74M,3.35,2.48%,2.15%,17.1M,3.16,5.48%,3.07,5.34%,4.62,284.35%,8/15/2024,8/1/2024,1032:1000,11/15/2021,,,,,,,,,,
2024-07-23,REG,12.35B,17.40B,32.60,34.84,4.83,8.77,1.82,12.72,18.98,12/31/2023,3/31/2024,26.63%,37.75%,2.80%,5.78%,1.42B,7.89,13.90%,--,863.61M,368.58M,2.05,12.80%,241.41M,1.31,4.66B,64.95%,0.79,36.86,725.25M,539.33M,1.22,2.28%,21.83%,68.47,56.29,61.64,61.46,1.02M,882.45k,184.78M,185.88M,182.79M,0.79%,99.13%,2.62M,2.46,1.92%,1.42%,2.72M,2.68,4.01%,2.64,3.95%,4.22,128.78%,7/3/2024,6/12/2024,--,--,,,,,,,,,,
2024-07-23,REGN,117.87B,110.05B,31.58,24.45,1.77,9.31,4.37,8.4,24.19,12/31/2023,3/31/2024,29.45%,24.12%,7.74%,15.28%,13.1B,122.57,-0.50%,--,4.42B,3.86B,33.91,-11.70%,10.52B,97.51,2.7B,10.02%,5.27,250.15,4.74B,3.03B,0.13,46.56%,21.83%,"1,106.16",721.51,"1,024.34",926.56,441.25k,377.75k,108.37M,110.19M,103.39M,1.56%,89.90%,2.04M,4.16,1.95%,1.85%,1.75M,--,--,0.00,0.00%,--,0.00%,--,--,--,--,,,,,,,,,,
2024-07-23,RF,20.49B,--,12.58,11.57,11.57,2.91,1.32,3.88,--,12/31/2023,9/30/2021,26.56%,46.98%,1.13%,10.34%,6.59B,7.11,15.60%,--,--,1.65B,1.78,22.80%,--,--,--,--,--,16.95,--,--,1.20,12.29%,21.83%,22.84,13.72,19.68,18.50,7.49M,10.63M,915.01M,915.83M,910.85M,0.27%,81.60%,39.5M,5.28,4.96%,4.31%,40.36M,1,4.47%,0.96,4.29%,3.94,53.93%,10/1/2024,9/3/2024,12346:10000,7/1/2004,,,,,,,,,,
2024-07-23,RSG,64.59B,77.57B,35.98,34.36,4.00,4.26,5.97,5.09,17.50,12/31/2023,3/31/2024,11.81%,19.13%,6.06%,17.37%,15.25B,48.27,7.80%,--,4.51B,1.8B,5.70,18.20%,91.6M,0.29,13.07B,120.80%,0.53,34.36,3.74B,1.69B,0.70,33.21%,21.83%,206.54,140.23,191.55,175.93,1.17M,926.19k,314.93M,314.93M,204.53M,0.12%,96.34%,2.42M,2.04,1.18%,0.77%,2.34M,2.14,1.04%,2.10,1.02%,1.50,36.84%,7/15/2024,7/2/2024,3:2,3/19/2007,,,,,,,,,,
2024-07-23,RMD,30.45B,31.38B,31.89,24.63,1.83,6.67,6.58,6.85,20.84,6/30/2021,3/31/2024,20.91%,31.29%,11.91%,22.39%,4.58B,31.17,7.20%,--,1.44B,958.38M,6.51,29.20%,259.45M,1.77,1.17B,25.21%,3.04,31.52,1.2B,955.85M,0.66,-5.78%,21.83%,229.97,132.24,205.88,181.61,1.09M,773.58k,146.91M,146.91M,145.63M,0.77%,58.18%,8.58M,6.29,6.66%,5.84%,9.87M,1.92,0.93%,1.88,0.91%,0.86,28.92%,6/13/2024,5/8/2024,2:1,8/31/2010,,,,,,,,,,
2024-07-23,RVTY,13.66B,15.97B,75.30,23.75,2.02,5.04,1.74,5.86,22.20,12/31/2023,3/31/2024,5.49%,11.25%,1.60%,2.31%,2.73B,21.98,-3.70%,--,789.42M,183.35M,1.47,-95.40%,1.7B,13.74,4B,51.02%,2.23,63.54,175.37M,113.28M,1.05,-14.57%,21.83%,131.96,79.50,108.31,103.25,872.33k,890.91k,123.39M,123.39M,114.76M,0.29%,86.91%,3.83M,3.94,4.11%,3.10%,3.51M,0.28,0.25%,0.28,0.25%,0.23,19.05%,8/9/2024,7/19/2024,2:1,6/4/2001,,,,,,,,,,
2024-07-23,ROK,31.43B,35.06B,26.98,21.64,2.73,3.54,8.87,3.9,19.64,9/30/2023,3/31/2024,13.19%,15.85%,8.49%,30.25%,8.98B,78.36,-6.60%,--,1.83B,1.18B,10.23,-11.40%,470.5M,4.13,4.09B,109.96%,1.11,31.08,1.27B,986.59M,1.37,-18.40%,21.83%,339.65,249.00,266.26,278.77,921.56k,786.49k,114M,114M,113.68M,0.22%,83.33%,3.6M,3.38,3.59%,3.16%,2.79M,5,1.81%,4.86,1.76%,1.76,47.55%,9/10/2024,8/12/2024,2:1,4/14/1987,,,,,,,,,,
2024-07-23,ROL,24.53B,25.27B,56.28,50.25,3.98,7.81,21.01,7.99,34.84,12/31/2023,3/31/2024,13.94%,17.69%,15.94%,35.93%,3.16B,6.49,13.70%,--,716.27M,441.12M,0.90,7.00%,112.97M,0.23,854.92M,73.23%,0.72,2.41,555.03M,518.72M,0.70,12.98%,21.83%,50.83,32.19,48.04,43.59,1.59M,1.48M,484.23M,484.54M,292.8M,42.57%,54.55%,6.31M,3.92,2.26%,1.30%,6.79M,0.6,1.18%,0.56,1.11%,1.04,62.22%,6/10/2024,5/9/2024,3:2,12/11/2020,,,,,,,,,,
2024-07-23,ROP,61.72B,69.24B,42.33,31.65,2.89,9.71,3.47,10.84,24.61,12/31/2023,3/31/2024,23.21%,28.64%,3.99%,8.59%,6.39B,59.83,14.40%,--,2.59B,1.47B,13.61,34.90%,198.4M,1.85,7.72B,43.39%,0.49,166.26,2.1B,1.98B,1.01,16.63%,21.83%,579.10,474.46,550.53,535.85,523.62k,457.98k,107.05M,107.05M,106.48M,0.42%,97.44%,1.63M,3.19,1.53%,1.53%,1.4M,3,0.52%,2.87,0.50%,0.53,21.04%,7/22/2024,7/8/2024,2:1,8/29/2005,,,,,,,,,,
2024-07-23,ROST,48.34B,49.52B,24.44,24.63,2.46,2.35,9.77,2.39,15.86,2/3/2024,5/4/2024,9.60%,12.17%,10.86%,43.02%,20.74B,62.19,8.10%,--,2.87B,1.99B,5.93,31.50%,4.65B,13.95,5.83B,117.92%,1.54,14.82,2.47B,1.23B,1.09,28.81%,21.83%,153.06,108.35,142.69,136.36,2.64M,2.06M,333.58M,333.58M,326.32M,2.12%,90.28%,4.55M,1.59,1.39%,1.36%,4.54M,1.47,1.01%,1.37,0.95%,0.95,23.15%,6/28/2024,6/11/2024,2:1,6/12/2015,,,,,,,,,,
2024-07-23,RCL,43.37B,64.12B,21.47,15.24,0.67,3.31,8.42,4.35,12.66,12/31/2023,3/31/2024,14.28%,20.12%,6.19%,50.68%,14.74B,57.47,29.20%,--,4.85B,2.1B,7.85,--,437M,1.7,21.18B,397.84%,0.19,20.02,4.5B,-318.88M,2.63,65.84%,21.83%,173.37,78.35,154.20,126.83,2.17M,2.04M,257.35M,257.35M,241.59M,7.88%,81.90%,15.86M,8.1,9.00%,6.16%,15.85M,--,--,0.00,0.00%,2.52,0.00%,4/6/2020,3/5/2020,2:1,8/3/1998,,,,,,,,,,
2024-07-23,SPGI,152.48B,163.17B,54.63,34.36,1.75,12.04,4.44,12.72,30.17,12/31/2023,3/31/2024,22.00%,41.85%,4.97%,7.95%,12.83B,40.53,10.50%,--,6.01B,2.82B,8.92,24.70%,1.54B,4.93,12.33B,32.24%,0.92,109.64,4.06B,4.67B,1.16,13.98%,21.83%,498.15,340.49,445.94,423.26,1.2M,1.2M,312.9M,314.91M,312.17M,0.19%,89.60%,2.25M,2.03,0.72%,0.72%,1.98M,3.64,0.75%,3.61,0.74%,0.84,40.47%,9/11/2024,8/27/2024,2:1,5/18/2005,,,,,,,,,,
2024-07-23,CRM,246.20B,241.05B,45.70,25.64,1.30,6.99,4.13,6.74,23.69,1/31/2024,4/30/2024,15.30%,18.80%,4.34%,9.34%,35.74B,36.79,10.70%,--,9.2B,5.47B,5.56,670.40%,17.67B,18.24,13.39B,22.44%,1.11,61.47,11.99B,12.57B,1.29,12.41%,21.83%,318.71,193.68,254.66,260.63,8.3M,5.73M,969M,987.55M,942.21M,2.60%,83.32%,13.25M,0.93,1.41%,1.37%,11.83M,1.6,0.63%,0.40,0.16%,--,7.19%,7/25/2024,7/9/2024,4:1,4/18/2013,,,,,,,,,,
2024-07-23,SBAC,22.44B,36.63B,40.95,27.32,1.67,8.43,--,13.6,22.72,12/31/2023,3/31/2024,20.61%,55.03%,7.24%,--,2.69B,24.90,-2.60%,--,1.8B,555.14M,5.10,52.70%,240.31M,2.24,14.43B,--,0.19,-48.41,1.53B,957.94M,0.64,-5.19%,21.83%,258.76,183.64,197.29,214.11,880.15k,849.33k,107.44M,107.44M,106.36M,0.87%,98.16%,2.07M,2.47,2.31%,1.92%,2.06M,3.92,1.88%,3.53,1.69%,--,69.22%,6/19/2024,5/22/2024,--,--,,,,,,,,,,
2024-07-23,SLB,70.20B,79.39B,16.16,14.20,0.99,2.03,3.15,2.26,9.95,12/31/2023,6/30/2024,12.56%,17.62%,7.94%,21.97%,35.15B,24.63,12.80%,--,7.82B,4.42B,3.06,7.60%,4B,2.82,13.19B,59.20%,1.49,15.69,--,--,1.57,-14.58%,21.83%,62.12,42.61,46.47,50.67,10.94M,9.59M,1.42B,1.43B,1.41B,0.19%,83.88%,35.27M,2.4,2.47%,2.47%,27.07M,1.1,2.22%,1.05,2.12%,3.16,34.31%,10/10/2024,9/4/2024,2:1,4/10/2006,,,,,,,,,,
2024-07-23,STX,22.30B,27.17B,--,19.92,0.18,3.53,--,4.34,58.94,6/30/2023,3/29/2024,-4.31%,8.76%,1.68%,--,6.27B,30.05,-11.00%,--,422M,-270M,-1.30,--,797M,3.8,5.67B,--,0.85,-9.00,702M,1.08B,1.04,82.31%,21.83%,109.63,57.32,100.18,86.95,2.27M,2.08M,209.99M,209.99M,208.92M,0.52%,91.26%,10.81M,4.36,6.27%,5.15%,11.38M,2.8,2.64%,2.80,2.64%,4.03,98.59%,7/5/2024,6/20/2024,--,--,,,,,,,,,,
2024-07-23,SRE,49.36B,81.43B,17.25,16.21,--,3.58,1.75,5.9,14.72,12/31/2023,3/31/2024,21.06%,25.44%,2.15%,10.25%,13.8B,21.87,-44.50%,--,5.21B,2.86B,4.52,-17.10%,628M,0.99,32.07B,92.52%,0.62,44.65,6.09B,-4B,0.75,3.02%,21.83%,79.46,63.75,76.28,72.74,3.02M,2.74M,632.85M,632.85M,632M,0.04%,90.39%,12.66M,4.15,2.23%,2.00%,11.85M,2.48,3.18%,2.40,3.08%,3.10,53.21%,7/15/2024,6/27/2024,2:1,8/22/2023,,,,,,,,,,
2024-07-23,NOW,155.37B,152.53B,80.82,56.18,2.55,16.48,19.17,16.09,83.13,12/31/2023,3/31/2024,20.34%,12.76%,3.81%,28.13%,9.48B,46.33,24.20%,--,1.52B,1.93B,9.38,131.30%,5.11B,24.93,2.27B,28.04%,1.05,39.47,3.84B,3.42B,0.99,29.90%,21.83%,815.32,527.24,739.65,712.43,1.42M,1.32M,205.38M,212.28M,204.43M,0.18%,90.74%,3.29M,1.98,1.61%,1.60%,3.03M,--,--,0.00,0.00%,--,0.00%,--,--,--,--,,,,,,,,,,
2024-07-23,SHW,81.73B,94.24B,34.37,28.74,4.29,3.61,23.33,4.1,22.61,12/31/2023,3/31/2024,10.52%,13.61%,9.77%,72.46%,22.98B,90.33,-1.40%,--,4.26B,2.42B,9.38,5.80%,179.9M,0.71,12.68B,362.02%,0.78,13.88,3.37B,2.46B,1.16,16.81%,21.83%,348.37,232.06,306.10,300.13,1.78M,1.75M,253.55M,253.55M,232.91M,7.81%,79.97%,4.15M,2.03,1.77%,1.64%,4.26M,2.86,0.89%,2.53,0.78%,0.85,26.97%,9/6/2024,8/16/2024,3:1,4/1/2021,,,,,,,,,,
2024-07-23,SPG,51.41B,74.95B,20.09,28.57,8.28,8.96,16.77,13.03,14.13,12/31/2023,3/31/2024,44.57%,50.96%,5.37%,79.01%,5.75B,17.61,6.80%,--,4.18B,2.56B,7.86,61.80%,1.25B,3.84,26.05B,692.30%,0.65,9.40,3.88B,1.9B,1.77,27.53%,21.83%,158.50,102.11,149.46,139.42,1.46M,1.31M,325.94M,8k,323.11M,0.94%,90.97%,4.59M,2.66,2.45%,1.41%,4.36M,8,5.07%,7.60,4.82%,6.29,96.82%,6/28/2024,6/7/2024,1063:1000,5/29/2014,,,,,,,,,,
2024-07-23,SWKS,19.00B,18.99B,22.30,18.21,2.34,4.2,2.99,4.19,12.88,9/29/2023,3/29/2024,18.85%,18.06%,6.94%,14.15%,4.54B,28.41,-9.30%,--,1.28B,855.2M,5.30,-21.30%,1.22B,7.59,1.21B,19.02%,5.19,39.65,1.75B,1.29B,1.23,4.90%,21.83%,120.86,85.06,101.42,101.24,2.67M,2.97M,160.45M,160.45M,159.68M,0.56%,93.93%,8.21M,2.95,5.81%,5.12%,6.98M,2.72,2.30%,2.66,2.25%,1.86,50.09%,6/11/2024,5/20/2024,2:1,4/20/2000,,,,,,,,,,
2024-07-23,SJM,12.37B,20.86B,16.30,11.65,1.28,1.48,1.61,2.55,12.33,4/30/2024,4/30/2024,9.10%,19.79%,5.14%,9.93%,8.18B,78.57,-1.30%,--,1.88B,743.8M,7.12,--,62M,0.58,8.56B,111.25%,0.52,72.45,1.23B,595.04M,0.25,-24.02%,21.83%,153.54,105.69,112.26,118.06,1.23M,983.92k,106.43M,106.43M,102.34M,2.86%,82.39%,3.9M,2.72,4.35%,3.67%,4.03M,4.32,3.72%,4.24,3.65%,3.05,58.91%,9/3/2024,8/16/2024,--,--,,,,,,,,,,
2024-07-23,SW,24.93B,28.04B,15.14,19.46,--,1.02,4.12,2.28,13.77,12/31/2023,12/31/2023,6.72%,11.94%,6.89%,14.31%,11.27B,43.69,-15.50%,--,1.9B,758M,3.17,-23.80%,905M,3.5,3.74B,67.19%,1.51,21.51,1.52B,819.63M,1.06,3.85%,21.83%,49.49,44.32,47.28,47.28,16.98M,11.93M,519.32M,519.32M,257.7M,0.49%,53.22%,,,,,,1.63,3.40%,1.52,3.16%,3.29,48.45%,--,4/11/2024,--,--,,,,,,--,--,--,--,--
2024-07-23,SNA,14.47B,14.50B,14.27,14.64,2.01,2.89,2.74,2.84,9.66,12/30/2023,6/29/2024,20.22%,28.76%,11.55%,20.97%,5.11B,96.86,-0.40%,--,1.47B,1.03B,19.26,2.70%,1.23B,23.4,1.28B,24.15%,4.06,100.39,1.23B,906.06M,0.98,0.59%,21.83%,298.49,249.84,268.86,275.44,290.65k,397.72k,52.68M,52.72M,51.55M,2.09%,90.91%,2.28M,7.88,5.05%,4.33%,2.38M,7.44,2.71%,7.20,2.62%,2.52,37.40%,6/10/2024,5/17/2024,3:2,9/11/1996,,,,,,,,,,
2024-07-23,SOLV,9.35B,16.66B,14.71,8.66,--,1.13,2.43,2.02,8.16,12/31/2023,3/31/2024,15.73%,18.90%,--,16.55%,8.2B,47.49,0.20%,--,2.26B,1.29B,3.68,-19.10%,996M,5.77,8.3B,215.61%,1.81,22.30,1.85B,--,--,-21.66%,21.83%,72.40,47.16,55.57,58.81,1.95M,1.74M,172.71M,172.71M,138.31M,0.00%,25.76%,5.23M,2.33,--,3.03%,5.95M,--,--,0.00,0.00%,--,0.00%,--,--,--,--,,,,,,,,,,
2024-07-23,SO,89.50B,154.03B,21.20,20.33,2.88,3.54,2.80,6.06,12.54,12/31/2023,3/31/2024,16.69%,27.93%,3.14%,11.74%,25.42B,23.26,2.60%,--,11.92B,4.24B,3.86,31.00%,713M,0.65,65.46B,183.82%,0.92,29.19,8.02B,-2.47B,0.50,12.73%,21.83%,82.84,61.56,78.88,71.88,4.21M,3.32M,1.09B,1.09B,1.09B,0.16%,67.95%,18.6M,4.49,1.70%,1.70%,20.58M,2.88,3.52%,2.80,3.42%,4.04,72.54%,9/6/2024,8/19/2024,10000:6109,4/3/2001,,,,,,,,,,
2024-07-23,LUV,16.55B,15.20B,43.22,26.32,0.79,0.66,1.62,0.57,6.50,12/31/2023,3/31/2024,1.47%,-6.21%,1.35%,3.84%,26.71B,44.84,10.90%,--,2.09B,393M,0.64,--,10.51B,17.57,9.16B,89.85%,1.09,17.04,2.35B,-349M,1.15,-22.15%,21.83%,36.37,21.91,27.83,28.23,10.41M,10.13M,598.46M,598.46M,595.43M,0.33%,81.07%,35.33M,3.39,7.50%,5.90%,33.41M,0.72,2.60%,0.72,2.60%,1.03,112.50%,7/10/2024,6/18/2024,3:2,2/16/2001,,,,,,,,,,
