Date,Ticker,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Fiscal Year Ends,Most Recent Quarter  (mrq),Profit Margin,Operating Margin  (ttm),Return on Assets  (ttm),Return on Equity  (ttm),Revenue  (ttm),Revenue Per Share  (ttm),Quarterly Revenue Growth  (yoy),Gross Profit  (ttm),EBITDA,Net Income Avi to Common  (ttm),Diluted EPS  (ttm),Quarterly Earnings Growth  (yoy),Total Cash  (mrq),Total Cash Per Share  (mrq),Total Debt  (mrq),Total Debt/Equity  (mrq),Current Ratio  (mrq),Book Value Per Share  (mrq),Operating Cash Flow  (ttm),Levered Free Cash Flow  (ttm),Beta (5Y Monthly),52 Week Range3,S&P 500 52-Week Change3,52 Week High3,52 Week Low3,50-Day Moving Average3,200-Day Moving Average3,Avg Vol (3 month)3,Avg Vol (10 day)3,Shares Outstanding5,Implied Shares Outstanding6,Float8,% Held by Insiders1,% Held by Institutions1,Shares Short (6/28/2024)4,Short Ratio (6/28/2024)4,Short % of Float (6/28/2024)4,Short % of Shares Outstanding (6/28/2024)4,Shares Short (prior month 5/31/2024)4,Forward Annual Dividend Rate4,Forward Annual Dividend Yield4,Trailing Annual Dividend Rate3,Trailing Annual Dividend Yield3,5 Year Average Dividend Yield4,Payout Ratio4,Dividend Date3,Ex-Dividend Date4,Last Split Factor2,Last Split Date3,Shares Short (8/31/2018)4,Short Ratio (8/31/2018)4,Short % of Float (8/31/2018)4,Short % of Shares Outstanding (8/31/2018)4,Shares Short (prior month 7/31/2018)4,Shares Short4,Short Ratio4,Short % of Float4,Short % of Shares Outstanding4,Shares Short (prior month )4
2024-07-23,SWK,13.50B,20.87B,--,20.70,--,0.84,1.52,1.33,20.85,12/30/2023,3/30/2024,-0.66%,5.35%,2.01%,-0.81%,15.72B,104.85,-1.60%,--,1.35B,-74.4M,-0.49,--,476.6M,3.1,8.34B,93.93%,1.09,57.69,1.05B,1.52B,1.25,-8.92%,21.83%,104.21,76.26,85.27,89.11,1.56M,1.38M,153.88M,153.88M,153.28M,0.26%,92.43%,5.34M,3.72,4.56%,3.47%,5.39M,3.24,3.69%,3.23,3.68%,2.57,300.00%,6/18/2024,6/4/2024,2:1,6/4/1996,,,,,,,,,,
2024-07-23,SBUX,86.71B,108.76B,21.09,19.16,1.32,2.4,--,2.98,14.47,10/1/2023,3/31/2024,11.38%,12.04%,12.06%,--,36.53B,32.05,-1.80%,--,7.12B,4.16B,3.63,-15.00%,3.13B,2.76,25.21B,--,0.86,-7.46,6.54B,2.83B,0.94,-25.62%,21.83%,107.66,71.55,77.85,89.42,13.47M,14.39M,1.13B,1.14B,1.11B,2.04%,76.26%,25.61M,2.29,2.26%,2.26%,21.79M,2.28,2.98%,2.24,2.93%,1.99,60.61%,8/30/2024,8/16/2024,2:1,4/9/2015,,,,,,,,,,
2024-07-23,STT,25.14B,--,15.50,10.87,0.85,2.16,1.13,4.52,--,12/31/2023,6/30/2024,15.04%,30.56%,0.58%,7.38%,12.01B,39.32,1.70%,--,--,1.64B,5.42,-6.80%,109.89B,367.26,36.02B,--,--,74.50,--,--,1.51,18.76%,21.83%,86.24,62.78,75.62,73.28,2.34M,2.79M,299.23M,299.23M,282.56M,0.41%,91.73%,4.88M,2.23,1.86%,1.62%,4.71M,3.04,3.62%,2.76,3.29%,3.10,50.92%,10/11/2024,10/1/2024,2:1,5/31/2001,,,,,,,,,,
2024-07-23,STLD,20.08B,21.86B,10.19,10.62,10.91,1.14,2.20,1.2,6.97,12/31/2023,6/30/2024,11.10%,12.07%,10.81%,22.78%,18.15B,113.04,-8.80%,--,3.01B,2.01B,12.53,-47.30%,1.25B,7.96,3.03B,33.21%,2.35,58.21,2.72B,668.93M,1.37,21.55%,21.83%,151.34,95.53,129.07,124.06,1.32M,1.43M,157.13M,157.13M,146.52M,6.50%,85.84%,6.19M,4.07,4.85%,3.94%,6.33M,1.84,1.44%,1.77,1.39%,2.06,14.11%,7/12/2024,6/28/2024,2:1,3/31/2008,,,,,,,,,,
2024-07-23,STE,22.61B,25.79B,41.22,25.19,1.19,4.42,3.59,5.02,18.26,3/31/2024,3/31/2024,7.36%,18.83%,5.18%,8.92%,5.14B,52.02,2.50%,--,1.36B,551.44M,5.56,--,207.02M,2.09,3.38B,53.57%,3.08,63.73,973.27M,-194.53M,0.83,-1.82%,21.83%,254.00,195.47,223.98,218.27,515.25k,419.46k,98.85M,98.94M,98.53M,0.29%,98.79%,2.96M,5.81,3.86%,2.99%,2.93M,2.08,0.91%,2.03,0.89%,0.87,36.58%,6/26/2024,6/12/2024,2:1,8/25/1998,,,,,,,,,,
2024-07-23,SYK,130.43B,140.89B,39.09,28.90,2.92,6.27,6.80,6.72,27.23,12/31/2023,3/31/2024,16.03%,18.56%,7.23%,18.64%,20.96B,55.17,9.70%,--,5.44B,3.36B,8.77,33.10%,2.41B,6.32,13.4B,69.89%,1.71,50.33,3.47B,2.29B,0.90,17.70%,21.83%,361.41,249.98,338.05,320.21,1.29M,1.16M,380.95M,380.95M,341.54M,5.38%,78.48%,4.11M,3.3,1.14%,1.08%,4.19M,3.2,0.93%,3.10,0.91%,1.05,35.39%,7/31/2024,6/28/2024,2:1,5/17/2004,,,,,,,,,,
2024-07-23,SMCI,46.04B,45.80B,43.78,21.74,--,3.88,9.04,3.87,38.23,6/30/2023,3/31/2024,8.87%,9.83%,11.91%,30.57%,11.82B,218.52,200.00%,--,1.19B,1.05B,17.93,368.80%,2.12B,36.13,1.9B,37.29%,4.70,87.00,-1.85B,-2.2B,1.27,144.68%,21.83%,"1,229.00",226.59,845.46,641.31,6.42M,6.04M,58.56M,58.56M,50.16M,14.35%,59.83%,4.6M,0.67,10.31%,7.86%,4.06M,--,--,0.00,0.00%,--,0.00%,--,--,--,--,,,,,,,,,,
2024-07-23,SYF,19.97B,--,7.06,8.71,2.03,1.34,1.39,2.35,--,12/31/2023,6/30/2024,34.23%,41.76%,2.62%,20.77%,8.78B,21.26,5.80%,--,--,2.95B,7.16,13.00%,18.63B,47.14,15.64B,--,--,36.24,9.53B,--,1.63,43.69%,21.83%,52.67,27.30,45.54,39.19,4.03M,3.91M,395.23M,395.23M,391.47M,0.53%,100.54%,17.1M,4.37,6.54%,4.26%,14.82M,1,1.98%,1.00,1.98%,2.69,13.97%,5/15/2024,5/3/2024,--,--,,,,,,,,,,
2024-07-23,SNPS,90.05B,89.03B,64.09,39.22,2.69,14.48,12.59,14.11,49.82,10/31/2023,4/30/2024,22.60%,22.83%,8.71%,21.58%,6.31B,41.44,15.20%,--,1.62B,1.42B,9.17,7.00%,1.66B,10.83,644.72M,8.97%,1.86,46.69,1.27B,-71.79M,1.07,28.76%,21.83%,629.38,418.51,587.11,547.57,829.95k,785.49k,153.22M,164.75M,152.12M,0.43%,93.72%,4M,4.29,2.62%,2.61%,3.79M,--,--,0.00,0.00%,--,0.00%,--,--,2:1,9/24/2003,,,,,,,,,,
2024-07-23,SYY,36.66B,49.18B,17.96,15.82,1.79,0.48,17.45,0.63,11.53,7/1/2023,3/30/2024,2.66%,4.16%,7.75%,111.02%,78.02B,154.82,2.70%,--,3.79B,2.08B,4.10,-1.10%,598.32M,1.2,13.12B,614.97%,1.34,4.21,2.82B,1.24B,1.18,-2.52%,21.83%,82.89,62.24,72.79,74.04,3.31M,2.34M,497.98M,497.98M,496.74M,0.13%,86.22%,9.3M,2.22,1.87%,1.87%,8.74M,2.04,2.77%,2.00,2.72%,2.50,48.78%,7/26/2024,7/5/2024,2:1,12/18/2000,,,,,,,,,,
2024-07-23,TMUS,208.51B,317.47B,24.14,19.68,0.86,2.69,3.36,4.04,11.37,12/31/2023,3/31/2024,11.15%,21.07%,4.88%,13.57%,78.52B,66.74,-0.20%,--,29.25B,8.75B,7.35,22.40%,6.71B,5.72,116.22B,187.22%,0.94,52.73,19.59B,9.48B,0.51,24.55%,21.83%,185.42,131.47,174.48,161.22,5.1M,3.99M,1.18B,1.18B,488.77M,58.64%,40.56%,19.52M,2.85,3.75%,1.66%,25.31M,2.6,1.47%,1.95,1.10%,--,17.69%,9/12/2024,8/30/2024,1:2,5/1/2013,,,,,,,,,,
2024-07-23,TROW,25.90B,23.78B,13.77,13.02,2.03,3.9,2.65,3.56,8.88,12/31/2023,3/31/2024,29.09%,33.52%,10.27%,19.17%,6.67B,29.80,13.80%,--,2.54B,1.89B,8.42,36.10%,2.42B,10.82,380.2M,3.56%,1.85,43.78,1.34B,1.76B,1.43,-2.85%,21.83%,132.76,87.43,116.22,109.37,1.13M,878.91k,223.3M,223.3M,218.2M,2.06%,75.65%,8.96M,8.24,4.65%,4.01%,8.65M,4.96,4.28%,4.90,4.23%,3.25,58.19%,6/27/2024,6/14/2024,2:1,6/26/2006,,,,,,,,,,
2024-07-23,TTWO,26.33B,29.09B,--,60.24,6.04,4.78,4.65,5.44,--,3/31/2024,3/31/2024,-69.99%,-4.05%,-2.09%,-50.91%,5.35B,31.45,-3.20%,--,507.5M,-3.74B,-22.01,--,776M,4.53,3.53B,62.35%,0.94,33.18,-16.1M,875.88M,0.83,-0.38%,21.83%,171.59,130.34,154.68,152.14,1.64M,1.57M,175M,175M,159.28M,1.38%,100.73%,7.67M,4.52,4.92%,4.39%,8.3M,--,--,0.00,0.00%,--,0.00%,--,--,3:2,4/12/2005,,,,,,,,,,
2024-07-23,TPR,9.60B,11.45B,11.08,8.36,2.04,1.46,3.46,1.71,8.45,7/1/2023,3/30/2024,13.15%,16.14%,7.61%,34.96%,6.7B,29.21,-1.80%,--,1.44B,880.8M,3.77,-25.30%,7.42B,32.28,9.27B,334.04%,6.59,12.08,1.4B,1.01B,1.62,-0.64%,21.83%,48.80,25.99,42.15,38.81,2.82M,2.08M,229.77M,229.77M,228.88M,0.30%,94.37%,4.54M,1.82,2.29%,1.98%,5.72M,1.4,3.35%,1.35,3.23%,4.06,35.81%,6/24/2024,6/7/2024,2:1,4/5/2005,,,,,,,,,,
2024-07-23,TRGP,30.54B,43.57B,28.40,27.10,1.58,1.92,11.30,2.71,11.53,12/31/2023,3/31/2024,6.98%,14.02%,7.62%,30.18%,16.1B,71.98,0.90%,--,3.78B,1.1B,4.85,-44.60%,109.9M,0.5,13.13B,286.89%,0.70,12.17,2.92B,-9.19M,2.26,68.68%,21.83%,138.28,77.97,123.69,101.93,1.42M,1.13M,221.72M,221.72M,217.93M,1.46%,93.25%,3.75M,2.28,1.96%,1.69%,4.13M,3,2.18%,2.25,1.63%,5.06,41.24%,8/15/2024,7/31/2024,--,--,,,,,,,,,,
2024-07-23,TGT,69.87B,85.76B,16.93,16.23,2.32,0.66,5.05,0.8,9.94,2/3/2024,5/4/2024,3.87%,5.40%,6.84%,32.46%,106.62B,230.87,-3.10%,--,8.72B,4.13B,8.93,-0.80%,3.6B,7.79,19.98B,144.37%,0.86,29.92,8.46B,3.16B,1.19,13.04%,21.83%,181.86,102.93,150.00,144.56,4.08M,3.46M,462.64M,462.64M,461.13M,0.21%,81.10%,8.82M,2.01,1.91%,1.91%,7.92M,4.48,2.97%,4.38,2.90%,2.23,49.10%,9/10/2024,8/21/2024,2:1,7/20/2000,,,,,,,,,,
2024-07-23,TEL,46.83B,49.85B,13.94,18.32,1.76,3.02,3.76,3.15,14.22,9/29/2023,3/29/2024,21.63%,18.25%,7.99%,28.93%,15.83B,50.90,-4.60%,--,3.62B,3.43B,10.97,24.90%,1.18B,3.84,4.23B,33.70%,1.45,40.57,3.35B,1.98B,1.33,8.31%,21.83%,159.75,115.00,150.69,139.69,1.68M,1.89M,306.23M,306.23M,305.51M,0.15%,93.58%,3.18M,1.96,1.18%,1.04%,1.99M,2.6,1.70%,2.36,1.54%,1.74,21.51%,3/7/2025,8/22/2024,--,--,,,,,,,,,,
2024-07-23,TDY,18.86B,21.20B,21.52,19.23,--,3.4,2.02,3.78,15.82,12/31/2023,3/31/2024,15.81%,17.55%,4.46%,10.02%,5.6B,118.69,-2.40%,--,1.35B,885.5M,18.49,-0.10%,912.5M,19.24,3.25B,34.78%,1.81,196.71,924.1M,742.72M,1.00,-4.09%,21.83%,448.19,355.41,393.22,407.30,287.25k,256.89k,47.42M,47.42M,46.82M,1.18%,93.38%,546.91k,1.97,1.50%,1.15%,604.26k,--,--,0.00,0.00%,--,0.00%,--,--,--,--,,,,,,,,,,
2024-07-23,TFX,10.48B,12.11B,35.56,16.37,1.38,3.51,2.33,4.03,18.67,12/31/2023,3/31/2024,9.82%,-0.17%,3.31%,6.87%,3B,63.85,3.80%,--,629.05M,296.02M,6.25,-80.10%,256.3M,5.44,1.9B,42.09%,2.51,95.61,537.56M,283.59M,1.13,-13.08%,21.83%,259.96,177.63,211.91,220.28,508.75k,408.04k,47.1M,47.1M,46.95M,0.27%,97.89%,620.03k,1.09,2.09%,1.32%,843.28k,1.36,0.61%,1.36,0.61%,0.47,21.73%,6/14/2024,5/14/2024,2:1,6/17/1997,,,,,,,,,,
2024-07-23,TER,24.11B,23.45B,58.73,49.02,2.15,9.49,9.43,8.82,38.05,12/31/2023,3/31/2024,16.15%,13.67%,9.27%,17.15%,2.66B,17.31,-2.90%,--,615.17M,429.42M,2.63,-23.10%,748.7M,4.8,82.95M,3.24%,3.73,16.64,573.17M,333.56M,1.50,31.76%,21.83%,163.21,81.08,144.81,112.19,2.28M,2.09M,156.11M,156.11M,155.43M,0.44%,107.97%,5.49M,2.5,3.99%,3.52%,5.75M,0.48,0.31%,0.45,0.29%,0.44,17.11%,6/14/2024,5/21/2024,2:1,9/1/1999,,,,,,,,,,
2024-07-23,TSLA,802.11B,785.16B,64.32,101.01,4.56,9.26,12.46,8.29,56.91,12/31/2023,3/31/2024,14.37%,5.50%,4.72%,23.74%,94.75B,29.80,-8.70%,--,12.26B,13.65B,3.90,-55.10%,26.86B,8.42,9.91B,15.21%,1.72,20.19,10.98B,-633.12M,2.31,-5.19%,21.83%,278.98,138.80,199.75,205.54,98.96M,135.43M,3.19B,3.32B,2.77B,12.99%,46.05%,105.2M,1.45,3.79%,3.30%,101.33M,--,--,0.00,0.00%,--,0.00%,--,--,3:1,8/25/2022,,,,,,,,,,
2024-07-23,TXN,187.45B,191.25B,32.07,40.32,4.97,11.23,11.04,11.38,22.54,12/31/2023,3/31/2024,35.16%,31.66%,12.76%,36.66%,16.8B,18.49,-16.40%,--,7.8B,5.88B,6.42,-35.30%,10.39B,11.41,14.19B,83.55%,4.91,18.66,6.28B,-1.59B,0.97,10.64%,21.83%,210.84,139.48,196.97,171.39,5.28M,4.8M,910.48M,910.48M,908.44M,0.21%,90.35%,19.67M,3.73,2.16%,2.16%,19.67M,5.2,2.53%,5.08,2.47%,2.64,79.13%,8/13/2024,7/31/2024,2:1,5/23/2000,,,,,,,,,,
2024-07-23,TXT,17.51B,19.41B,18.97,15.22,1.09,1.28,2.56,1.38,12.13,12/30/2023,6/29/2024,6.67%,10.09%,4.97%,13.38%,13.9B,71.63,3.00%,--,1.69B,929M,4.66,-1.50%,1.34B,7.01,3.65B,53.24%,1.64,35.71,1.17B,1.5B,1.25,34.79%,21.83%,97.34,67.04,87.52,84.74,1.13M,1.19M,190.7M,190.7M,190.68M,0.63%,86.89%,3.49M,3.37,2.09%,1.83%,3.75M,0.08,0.09%,0.08,0.09%,0.14,1.71%,7/1/2024,6/14/2024,2:1,8/27/2007,,,,,,,,,,
2024-07-23,TMO,208.58B,236.94B,35.05,25.25,2.19,4.98,4.58,5.58,20.88,12/31/2023,3/30/2024,14.20%,16.67%,4.82%,13.62%,42.49B,110.37,-3.40%,--,10.78B,6.03B,15.57,3.00%,7.25B,18.99,35.66B,78.17%,1.70,119.24,8.93B,6.07B,0.77,-4.29%,21.83%,603.82,415.60,565.66,539.72,1.49M,1.4M,381.72M,381.72M,380.84M,0.18%,90.69%,3.39M,1.91,0.89%,0.89%,3.24M,1.56,0.29%,1.44,0.26%,0.22,9.24%,10/15/2024,9/13/2024,3:2,6/6/1996,,,,,,,,,,
2024-07-23,TJX,127.94B,135.53B,28.09,26.95,2.81,2.38,17.05,2.47,18.77,2/3/2024,5/4/2024,8.47%,10.74%,12.78%,66.83%,54.91B,48.14,5.90%,--,6.96B,4.65B,4.03,20.10%,5.06B,4.48,12.64B,168.52%,1.23,6.63,6.05B,3.34B,0.88,29.71%,21.83%,115.35,85.27,107.14,97.12,6.02M,4.8M,1.13B,1.13B,1.13B,0.08%,94.36%,14.05M,2.0,1.24%,1.24%,15.52M,1.5,1.32%,1.37,1.21%,1.33,33.00%,9/5/2024,8/15/2024,2:1,11/7/2018,,,,,,,,,,
2024-07-23,TSCO,29.23B,34.05B,26.40,26.18,2.62,2.02,13.76,2.32,17.94,12/30/2023,3/30/2024,7.66%,7.75%,10.17%,55.58%,14.65B,134.95,2.90%,--,1.9B,1.12B,10.27,8.20%,264.08M,2.45,5.08B,239.38%,1.40,19.69,1.57B,729.29M,0.81,27.44%,21.83%,290.38,185.00,274.26,239.90,1.15M,1.05M,107.81M,107.81M,107.42M,0.28%,97.98%,7.08M,5.59,7.47%,6.56%,7.44M,4.4,1.62%,4.19,1.55%,1.38,40.80%,6/11/2024,5/24/2024,2:1,9/27/2013,,,,,,,,,,
2024-07-23,TT,76.30B,80.33B,35.63,32.36,2.90,4.26,11.07,4.41,24.18,12/31/2023,3/31/2024,11.81%,14.97%,10.08%,33.90%,18.23B,79.90,15.00%,--,3.33B,2.18B,9.47,42.10%,849.9M,3.76,4.88B,70.63%,1.13,30.39,2.63B,1.91B,1.21,73.38%,21.83%,347.33,184.02,331.42,275.04,1.23M,1.2M,226.35M,226.35M,225.62M,0.31%,87.75%,2.74M,1.86,1.21%,1.21%,2.59M,3.36,1.00%,3.09,0.92%,1.52,32.66%,9/30/2024,9/6/2024,1289:1000,3/2/2020,,,,,,,,,,
2024-07-23,TDG,70.28B,88.39B,49.82,31.85,4.22,9.9,--,12.1,25.13,9/30/2023,3/30/2024,21.24%,45.86%,9.99%,--,7.3B,126.92,20.50%,--,3.6B,1.45B,25.24,32.60%,4.36B,77.99,22.47B,--,3.71,-54.15,1.73B,1.87B,1.38,40.52%,21.83%,"1,369.58",802.46,"1,299.26","1,124.20",243.87k,252.7k,55.96M,55.96M,55.68M,0.40%,97.82%,884.12k,3.31,2.09%,1.58%,860.68k,--,--,0.00,0.00%,--,0.00%,11/27/2023,11/17/2023,--,--,,,,,,,,,,
2024-07-23,TRV,46.82B,54.12B,13.01,11.79,0.82,1.08,1.88,1.23,--,12/31/2023,6/30/2024,8.37%,6.68%,2.46%,15.78%,44.07B,192.63,11.70%,--,5.63B,3.66B,15.80,--,5.08B,22.3,8.03B,32.31%,0.33,109.09,8.29B,14.2B,0.62,19.35%,21.83%,232.75,157.33,210.89,201.44,1.23M,1.4M,227.93M,228.99M,226.76M,0.23%,84.93%,3.54M,2.55,1.55%,1.55%,3.27M,4.2,2.04%,4.05,1.97%,2.28,25.65%,9/30/2024,9/10/2024,2:1,5/12/1998,,,,,,,,,,
2024-07-23,TRMB,13.99B,16.88B,59.69,20.96,2.10,3.72,3.22,4.4,23.29,12/29/2023,3/31/2024,6.25%,12.29%,3.89%,5.58%,3.84B,15.50,4.10%,--,808.7M,239.7M,0.96,-55.60%,255.1M,1.04,3.15B,72.33%,1.00,17.72,622.2M,322.75M,1.50,6.49%,21.83%,65.55,39.57,56.18,54.30,1.31M,893.99k,244.21M,246.14M,243.79M,0.33%,96.73%,1.67M,1.15,0.78%,0.69%,1.81M,--,--,0.00,0.00%,--,0.00%,--,--,2:1,3/21/2013,,,,,,,,,,
2024-07-23,TFC,58.59B,--,--,13.04,2.69,4.03,1.03,8.46,--,12/31/2023,6/30/2024,-12.74%,235.16%,-1.19%,-10.04%,14.23B,10.66,--,--,--,-6.81B,-5.31,-31.00%,48.78B,36.45,57.43B,--,--,42.71,--,--,1.05,34.38%,21.83%,44.38,26.57,38.55,35.72,7.02M,8.19M,1.34B,1.34B,1.33B,0.27%,72.52%,15.55M,2.1,1.16%,1.16%,12.61M,2.08,4.75%,2.08,4.75%,4.41,52.26%,6/3/2024,5/9/2024,2:1,8/4/1998,,,,,,,,,,
2024-07-23,TYL,22.46B,22.91B,119.98,58.14,2.93,11.4,7.43,11.5,55.08,12/31/2023,3/31/2024,9.50%,13.07%,3.29%,6.63%,1.99B,47.27,8.60%,--,345.3M,189.21M,4.39,75.40%,196.94M,4.64,645.42M,21.35%,0.94,71.23,377.57M,388.15M,0.76,29.65%,21.83%,533.81,361.16,493.93,436.32,233.88k,193.68k,42.46M,42.51M,42.18M,0.55%,98.09%,993.3k,3.56,2.66%,2.34%,904.96k,--,--,0.00,0.00%,--,0.00%,--,1/31/1990,3:1,5/15/1990,,,,,,,,,,
2024-07-23,TSN,21.19B,29.97B,--,16.31,--,0.4,1.17,0.57,24.54,9/30/2023,3/30/2024,-1.16%,3.11%,1.43%,-3.26%,52.88B,149.38,-0.50%,--,2.28B,-615M,-1.77,--,2.2B,6.17,10.96B,60.14%,1.77,50.81,2.16B,930.63M,0.73,9.74%,21.83%,62.04,44.94,57.70,54.27,2.35M,1.36M,286.02M,356.02M,278.6M,2.42%,84.12%,4.41M,1.82,1.77%,1.24%,5.67M,1.96,3.29%,1.94,3.26%,2.67,202.13%,9/13/2024,8/30/2024,3:2,2/18/1997,,,,,,,,,,
2024-07-23,USB,70.28B,--,14.30,11.63,1.24,2.57,1.42,5.37,--,12/31/2023,6/30/2024,21.08%,35.06%,0.78%,9.64%,25.11B,16.12,-0.80%,--,--,4.9B,3.15,17.80%,65.83B,42.2,69.28B,--,--,31.80,--,--,1.06,18.96%,21.83%,45.85,30.47,40.57,40.05,8.33M,12.12M,1.56B,1.56B,1.55B,0.13%,80.19%,17.11M,2.01,1.10%,1.10%,14.37M,1.96,4.35%,1.95,4.33%,3.99,61.90%,7/15/2024,6/28/2024,3:1,4/16/1999,,,,,,,,,,
2024-07-23,UBER,141.52B,146.92B,107.51,53.48,1.37,3.7,12.80,3.81,45.51,12/31/2023,3/31/2024,3.60%,1.70%,2.68%,15.59%,38.59B,18.80,14.80%,--,2.35B,1.39B,0.63,--,5.76B,2.76,11.31B,90.52%,1.21,5.30,4.39B,3.19B,1.36,43.59%,21.83%,82.14,40.09,68.48,65.11,18.06M,17.19M,2.09B,2.09B,2.08B,0.17%,83.15%,51.95M,3.3,2.58%,2.49%,46.39M,--,--,0.00,0.00%,--,0.00%,--,--,--,--,,,,,,,,,,
2024-07-23,UDR,13.84B,19.83B,30.46,111.11,--,8.42,3.57,12.08,14.49,12/31/2023,3/31/2024,27.34%,18.51%,1.77%,10.08%,1.67B,5.08,3.30%,--,1B,451.64M,1.38,39.40%,11.54M,0.02,5.95B,122.46%,0.33,11.76,832.25M,636.24M,0.82,-0.52%,21.83%,43.21,30.95,40.04,37.05,2.25M,2.23M,329.31M,376.96M,653.75M,0.52%,101.02%,5.52M,2.69,2.28%,1.67%,6.92M,1.7,4.04%,1.68,4.01%,3.51,91.30%,7/31/2024,7/10/2024,2:1,5/6/1993,,,,,,,,,,
2024-07-23,ULTA,18.69B,20.06B,15.29,15.22,1.79,1.7,8.12,1.78,10.57,2/3/2024,5/4/2024,11.13%,14.71%,18.59%,58.21%,11.3B,231.55,3.50%,--,1.89B,1.26B,25.62,-9.80%,524.6M,10.99,1.89B,82.27%,1.75,48.09,1.33B,661.42M,1.37,-13.28%,21.83%,574.76,368.02,390.91,444.16,854.14k,767.81k,47.72M,47.72M,47.57M,0.20%,97.84%,1.88M,1.79,5.06%,3.94%,1.66M,--,--,0.00,0.00%,--,0.00%,5/15/2012,3/16/2012,--,--,,,,,,,,,,
2024-07-23,UNP,148.42B,180.75B,23.23,21.74,2.66,6.16,9.47,7.5,15.19,12/31/2023,3/31/2024,26.52%,39.58%,8.64%,45.45%,24.09B,39.57,-0.40%,--,11.55B,6.39B,10.46,0.70%,945M,1.55,33.27B,212.36%,0.93,25.68,8.66B,3.68B,1.07,12.86%,21.83%,258.66,199.33,231.68,233.51,2.28M,2.42M,610.12M,614.52M,608.37M,0.19%,80.66%,5.04M,1.92,0.83%,0.83%,4.23M,5.36,2.20%,5.20,2.14%,2.15,49.67%,9/30/2024,8/30/2024,2:1,6/9/2014,,,,,,,,,,
2024-07-23,UAL,15.85B,32.21B,5.40,5.15,0.77,0.29,1.51,0.58,5.89,12/31/2023,6/30/2024,5.28%,13.30%,4.27%,32.21%,55.64B,169.49,5.70%,--,7.62B,2.94B,8.92,23.10%,15.25B,46.37,34.25B,325.42%,0.77,32.01,5.69B,-2.71B,1.45,-11.12%,21.83%,56.18,33.68,50.36,44.42,7.17M,10.48M,328.83M,328.8M,326.67M,0.48%,75.62%,15.58M,2.29,5.37%,4.74%,17.62M,--,--,0.00,0.00%,--,0.00%,1/23/2008,1/7/2008,--,--,,,,,,,,,,
2024-07-23,UPS,124.21B,144.09B,21.01,17.79,1.82,1.39,7.35,1.61,12.20,12/31/2023,3/31/2024,6.60%,8.17%,7.99%,32.04%,89.74B,104.65,-5.30%,--,12.37B,5.93B,6.91,-41.30%,4.51B,5.28,24.4B,144.08%,1.10,19.78,11.2B,3.24B,0.98,-21.39%,21.83%,192.98,124.97,140.04,148.06,3.51M,3.51M,729.4M,855.56M,728.65M,0.01%,71.84%,14.49M,3.39,1.99%,1.69%,12.46M,6.52,4.49%,6.49,4.47%,3.15,93.92%,5/30/2024,5/10/2024,--,--,,,,,,,,,,
2024-07-23,URI,49.17B,62.11B,20.04,17.12,1.50,3.46,6.06,4.27,9.23,12/31/2023,3/31/2024,17.31%,24.96%,9.87%,32.98%,14.53B,213.96,6.10%,--,4.47B,2.52B,36.84,20.20%,429M,6.44,13.37B,164.67%,0.89,121.56,4.79B,2.91B,1.71,64.00%,21.83%,759.98,387.01,663.20,600.28,566.21k,622.82k,66.59M,67.17M,66.22M,0.49%,95.11%,2.75M,4.23,4.68%,4.13%,3.12M,6.52,0.88%,6.07,0.82%,--,16.47%,5/22/2024,5/7/2024,--,--,,,,,,,,,,
2024-07-23,UNH,514.06B,557.84B,36.96,20.16,1.58,1.36,5.43,1.46,20.13,12/31/2023,6/30/2024,3.66%,7.97%,7.07%,15.58%,385.44B,418.27,6.40%,--,34.82B,14.1B,15.14,-23.00%,31.32B,33.75,75.1B,75.68%,0.88,102.02,9.6B,-10.16B,0.60,9.32%,21.83%,581.50,436.38,506.50,511.30,4.1M,5.44M,920.39M,920.39M,925.38M,0.23%,89.57%,7.69M,1.58,0.84%,0.84%,7.51M,8.4,1.50%,7.74,1.39%,1.37,51.22%,6/25/2024,6/17/2024,2:1,5/31/2005,,,,,,,,,,
2024-07-23,UHS,12.19B,17.39B,15.48,13.79,--,0.86,1.95,1.19,9.48,12/31/2023,3/31/2024,5.57%,10.11%,5.82%,13.31%,14.66B,214.02,10.80%,--,1.85B,816.29M,11.77,60.50%,112.09M,1.67,5.31B,84.10%,1.38,93.48,1.37B,416.69M,1.28,21.74%,21.83%,194.02,119.90,183.78,160.93,689.8k,723.47k,59.68M,66.93M,57.42M,4.00%,95.24%,1.43M,2.24,3.32%,2.14%,1.69M,0.8,0.44%,0.80,0.44%,0.51,6.80%,9/17/2024,9/3/2024,2:1,12/16/2009,,,,,,,,,,
